id1	id2	type
C1QTNF6	HTRA1	correlation_pair
CYS1	HTRA1	correlation_pair
COL5A2	HTRA1	correlation_pair
COL5A1	HTRA1	correlation_pair
COL1A1	HTRA1	correlation_pair
COL6A3	HTRA1	correlation_pair
AEBP1	HTRA1	correlation_pair
CDH11	HTRA1	correlation_pair
COL3A1	HTRA1	correlation_pair
AURKB	TACC3	correlation_pair
KIFC1	TACC3	correlation_pair
CDCA3	TACC3	correlation_pair
CDC20	TACC3	correlation_pair
HJURP	TACC3	correlation_pair
NCAPG	TACC3	correlation_pair
KIF2C	TACC3	correlation_pair
KIF11	KIF20B	correlation_pair
GTSE1	KIF20A	correlation_pair
DLGAP5	KIF20A	correlation_pair
FAM64A	KIF20A	correlation_pair
CDC45	KIF20A	correlation_pair
AURKB	KIF20A	correlation_pair
KIF14	KIF20A	correlation_pair
BUB1B	KIF20A	correlation_pair
CDC25C	KIF20A	correlation_pair
CDK1	KIF20A	correlation_pair
CEP55	KIF20A	correlation_pair
C15orf42	KIF20A	correlation_pair
BIRC5	KIF20A	correlation_pair
ANLN	KIF20A	correlation_pair
FOXM1	KIF20A	correlation_pair
CDCA3	KIF20A	correlation_pair
CDCA5	KIF20A	correlation_pair
CDCA8	KIF20A	correlation_pair
KIF18A	KIF20A	correlation_pair
KIF18B	KIF20A	correlation_pair
CDC20	KIF20A	correlation_pair
BUB1	KIF20A	correlation_pair
CKAP2L	KIF20A	correlation_pair
IQGAP3	KIF20A	correlation_pair
CCNB2	KIF20A	correlation_pair
CCNB1	KIF20A	correlation_pair
ASPM	KIF20A	correlation_pair
CDKN3	KIF20A	correlation_pair
HMMR	KIF20A	correlation_pair
KIF15	KIF20A	correlation_pair
KIF11	KIF20A	correlation_pair
HJURP	KIF20A	correlation_pair
ESPL1	KIF20A	correlation_pair
DEPDC1B	KIF20A	correlation_pair
CCNA2	KIF20A	correlation_pair
EXO1	KIF20A	correlation_pair
FAM83D	KIF20A	correlation_pair
CENPF	KIF20A	correlation_pair
CENPE	KIF20A	correlation_pair
CENPA	KIF20A	correlation_pair
GTSE1	MKI67	correlation_pair
MCM10	MKI67	correlation_pair
DLGAP5	MKI67	correlation_pair
E2F8	MKI67	correlation_pair
KIF23	MKI67	correlation_pair
LMNB1	MKI67	correlation_pair
KIF4A	MKI67	correlation_pair
KIF14	MKI67	correlation_pair
KIF20A	MKI67	correlation_pair
BUB1B	MKI67	correlation_pair
DEPDC1	MKI67	correlation_pair
CEP55	MKI67	correlation_pair
C15orf42	MKI67	correlation_pair
ANLN	MKI67	correlation_pair
GSG2	MKI67	correlation_pair
KIFC1	MKI67	correlation_pair
ARHGAP11A	MKI67	correlation_pair
FOXM1	MKI67	correlation_pair
CDCA5	MKI67	correlation_pair
CDCA8	MKI67	correlation_pair
KIF18B	MKI67	correlation_pair
CLSPN	MKI67	correlation_pair
BUB1	MKI67	correlation_pair
CKAP2L	MKI67	correlation_pair
IQGAP3	MKI67	correlation_pair
CCNB2	MKI67	correlation_pair
ASPM	MKI67	correlation_pair
KIF15	MKI67	correlation_pair
KIF11	MKI67	correlation_pair
HJURP	MKI67	correlation_pair
ESPL1	MKI67	correlation_pair
DEPDC1B	MKI67	correlation_pair
CCNA2	MKI67	correlation_pair
EXO1	MKI67	correlation_pair
FAM83D	MKI67	correlation_pair
CENPI	MKI67	correlation_pair
CENPF	MKI67	correlation_pair
CENPE	MKI67	correlation_pair
CENPA	MKI67	correlation_pair
CASC5	MKI67	correlation_pair
MELK	MKI67	correlation_pair
KIF2C	MKI67	correlation_pair
AURKB	BUB1B	correlation_pair
ANLN	BUB1B	correlation_pair
ARHGAP11A	BUB1B	correlation_pair
BLM	BUB1B	correlation_pair
BUB1	BUB1B	correlation_pair
ASPM	BUB1B	correlation_pair
BUB1B	CDC25C	correlation_pair
CCNB2	CDC25C	correlation_pair
CCNB1	CDC25C	correlation_pair
BUB1B	DEPDC1	correlation_pair
CEP55	DEPDC1	correlation_pair
ANLN	DEPDC1	correlation_pair
CDCA8	DEPDC1	correlation_pair
CDC20	DEPDC1	correlation_pair
BUB1	DEPDC1	correlation_pair
CKAP2L	DEPDC1	correlation_pair
CCNB2	DEPDC1	correlation_pair
ASPM	DEPDC1	correlation_pair
CCNA2	DEPDC1	correlation_pair
CENPE	DEPDC1	correlation_pair
CENPA	DEPDC1	correlation_pair
CENPN	FANCA	correlation_pair
C15orf42	FANCI	correlation_pair
BLM	FANCI	correlation_pair
AURKB	CDK1	correlation_pair
BUB1B	CDK1	correlation_pair
BUB1	CDK1	correlation_pair
CCNB2	CDK1	correlation_pair
CCNB1	CDK1	correlation_pair
CCNA2	CDK1	correlation_pair
CDC45	CEP55	correlation_pair
AURKB	CEP55	correlation_pair
BUB1B	CEP55	correlation_pair
CDK1	CEP55	correlation_pair
C15orf42	CEP55	correlation_pair
BIRC5	CEP55	correlation_pair
ANLN	CEP55	correlation_pair
ARHGAP11A	CEP55	correlation_pair
CDCA3	CEP55	correlation_pair
CDCA5	CEP55	correlation_pair
CDCA8	CEP55	correlation_pair
CDC25A	CEP55	correlation_pair
CDC20	CEP55	correlation_pair
BLM	CEP55	correlation_pair
BUB1	CEP55	correlation_pair
CCNB2	CEP55	correlation_pair
CCNB1	CEP55	correlation_pair
ASPM	CEP55	correlation_pair
CDKN3	CEP55	correlation_pair
CCNA2	CEP55	correlation_pair
CENPF	CEP55	correlation_pair
CENPE	CEP55	correlation_pair
CENPA	CEP55	correlation_pair
NDC80	TYMS	correlation_pair
AURKB	C15orf42	correlation_pair
BUB1B	C15orf42	correlation_pair
BLM	C15orf42	correlation_pair
BUB1	C15orf42	correlation_pair
ADAM12	CTSK	correlation_pair
COL1A2	CTSK	correlation_pair
COL5A2	CTSK	correlation_pair
COL5A1	CTSK	correlation_pair
COL1A1	CTSK	correlation_pair
COL6A3	CTSK	correlation_pair
AEBP1	CTSK	correlation_pair
CDH11	CTSK	correlation_pair
COL3A1	CTSK	correlation_pair
FN1	POSTN	correlation_pair
DACT1	POSTN	correlation_pair
ADAM12	POSTN	correlation_pair
COL10A1	POSTN	correlation_pair
GLT8D2	POSTN	correlation_pair
NID2	POSTN	correlation_pair
COL1A2	POSTN	correlation_pair
HTRA1	POSTN	correlation_pair
CTSK	POSTN	correlation_pair
MMP2	POSTN	correlation_pair
FAP	POSTN	correlation_pair
COL5A2	POSTN	correlation_pair
COL5A1	POSTN	correlation_pair
LRRC15	POSTN	correlation_pair
COL1A1	POSTN	correlation_pair
COL6A3	POSTN	correlation_pair
AEBP1	POSTN	correlation_pair
P4HA3	POSTN	correlation_pair
CDH11	POSTN	correlation_pair
COL3A1	POSTN	correlation_pair
NOX4	POSTN	correlation_pair
LUM	POSTN	correlation_pair
GTSE1	UBE2C	correlation_pair
MCM10	UBE2C	correlation_pair
DLGAP5	UBE2C	correlation_pair
OIP5	UBE2C	correlation_pair
NDC80	UBE2C	correlation_pair
ASF1B	UBE2C	correlation_pair
SPC25	UBE2C	correlation_pair
FAM64A	UBE2C	correlation_pair
CDC45	UBE2C	correlation_pair
TPX2	UBE2C	correlation_pair
E2F1	UBE2C	correlation_pair
SKA3	UBE2C	correlation_pair
AURKA	UBE2C	correlation_pair
AURKB	UBE2C	correlation_pair
SGOL1	UBE2C	correlation_pair
ORC6L	UBE2C	correlation_pair
KIF4A	UBE2C	correlation_pair
TACC3	UBE2C	correlation_pair
KIF20A	UBE2C	correlation_pair
CDC25C	UBE2C	correlation_pair
CDK1	UBE2C	correlation_pair
CEP55	UBE2C	correlation_pair
BIRC5	UBE2C	correlation_pair
KIFC1	UBE2C	correlation_pair
NEIL3	UBE2C	correlation_pair
NCAPH	UBE2C	correlation_pair
FOXM1	UBE2C	correlation_pair
PTTG1	UBE2C	correlation_pair
CDCA3	UBE2C	correlation_pair
CDCA5	UBE2C	correlation_pair
CDCA8	UBE2C	correlation_pair
NUF2	UBE2C	correlation_pair
MYBL2	UBE2C	correlation_pair
KIF18B	UBE2C	correlation_pair
PKMYT1	UBE2C	correlation_pair
CDC20	UBE2C	correlation_pair
RAD54L	UBE2C	correlation_pair
BUB1	UBE2C	correlation_pair
SKA1	UBE2C	correlation_pair
CCNB2	UBE2C	correlation_pair
CCNB1	UBE2C	correlation_pair
CDKN3	UBE2C	correlation_pair
PLK1	UBE2C	correlation_pair
HJURP	UBE2C	correlation_pair
TTK	UBE2C	correlation_pair
ESPL1	UBE2C	correlation_pair
DEPDC1B	UBE2C	correlation_pair
TROAP	UBE2C	correlation_pair
CCNA2	UBE2C	correlation_pair
NCAPG	UBE2C	correlation_pair
FAM54A	UBE2C	correlation_pair
FAM83D	UBE2C	correlation_pair
CENPA	UBE2C	correlation_pair
MELK	UBE2C	correlation_pair
TRIP13	UBE2C	correlation_pair
KIF2C	UBE2C	correlation_pair
RAD51	UBE2C	correlation_pair
NUSAP1	UBE2C	correlation_pair
FAM72A	UBE2T	correlation_pair
TPX2	UBE2T	correlation_pair
UBE2C	UBE2T	correlation_pair
PTTG1	UBE2T	correlation_pair
NEK2	UBE2T	correlation_pair
NUF2	UBE2T	correlation_pair
TROAP	UBE2T	correlation_pair
EXO1	UBE2T	correlation_pair
AURKA	BIRC5	correlation_pair
AURKB	BIRC5	correlation_pair
AURKB	GSG2	correlation_pair
BUB1B	GSG2	correlation_pair
CEP55	GSG2	correlation_pair
FOXM1	GSG2	correlation_pair
BUB1	GSG2	correlation_pair
CKAP2L	GSG2	correlation_pair
CCNB2	GSG2	correlation_pair
ASPM	GSG2	correlation_pair
CCNA2	GSG2	correlation_pair
EXO1	GSG2	correlation_pair
FAM83D	GSG2	correlation_pair
MCM10	SHCBP1	correlation_pair
ORC6L	SHCBP1	correlation_pair
BUB1	SHCBP1	correlation_pair
PLK1	SHCBP1	correlation_pair
CCNA2	SHCBP1	correlation_pair
ELP2	SLC39A6	correlation_pair
GTSE1	KIFC1	correlation_pair
DLGAP5	KIFC1	correlation_pair
ASF1B	KIFC1	correlation_pair
FAM64A	KIFC1	correlation_pair
CDC45	KIFC1	correlation_pair
E2F1	KIFC1	correlation_pair
AURKB	KIFC1	correlation_pair
KIF23	KIFC1	correlation_pair
KIF4A	KIFC1	correlation_pair
KIF20A	KIFC1	correlation_pair
BUB1B	KIFC1	correlation_pair
CDC25C	KIFC1	correlation_pair
CEP55	KIFC1	correlation_pair
C15orf42	KIFC1	correlation_pair
BIRC5	KIFC1	correlation_pair
FOXM1	KIFC1	correlation_pair
CDCA3	KIFC1	correlation_pair
CDCA5	KIFC1	correlation_pair
CDCA8	KIFC1	correlation_pair
CDC25A	KIFC1	correlation_pair
KIF18B	KIFC1	correlation_pair
CDC20	KIFC1	correlation_pair
BUB1	KIFC1	correlation_pair
CKAP2L	KIFC1	correlation_pair
IQGAP3	KIFC1	correlation_pair
CCNB2	KIFC1	correlation_pair
KIF15	KIFC1	correlation_pair
KIF11	KIFC1	correlation_pair
HJURP	KIFC1	correlation_pair
ESPL1	KIFC1	correlation_pair
DEPDC1B	KIFC1	correlation_pair
CCNA2	KIFC1	correlation_pair
EXO1	KIFC1	correlation_pair
CENPA	KIFC1	correlation_pair
KIF2C	KIFC1	correlation_pair
CDT1	KIFC1	correlation_pair
DACT1	MMP2	correlation_pair
ADAM12	MMP2	correlation_pair
GLT8D2	MMP2	correlation_pair
COL1A2	MMP2	correlation_pair
HTRA1	MMP2	correlation_pair
CTSK	MMP2	correlation_pair
FAP	MMP2	correlation_pair
CYS1	MMP2	correlation_pair
COL5A2	MMP2	correlation_pair
COL5A1	MMP2	correlation_pair
ANTXR1	MMP2	correlation_pair
LRRC15	MMP2	correlation_pair
COL1A1	MMP2	correlation_pair
COL6A1	MMP2	correlation_pair
COL6A3	MMP2	correlation_pair
AEBP1	MMP2	correlation_pair
CDH11	MMP2	correlation_pair
COL3A1	MMP2	correlation_pair
LUM	MMP2	correlation_pair
DACT1	FAP	correlation_pair
ADAM12	FAP	correlation_pair
COL10A1	FAP	correlation_pair
COL1A2	FAP	correlation_pair
CTSK	FAP	correlation_pair
CYS1	FAP	correlation_pair
COL5A2	FAP	correlation_pair
COL5A1	FAP	correlation_pair
ANTXR1	FAP	correlation_pair
COL1A1	FAP	correlation_pair
COL6A3	FAP	correlation_pair
AEBP1	FAP	correlation_pair
CDH11	FAP	correlation_pair
CTHRC1	FAP	correlation_pair
COL3A1	FAP	correlation_pair
BUB1	C12orf48	correlation_pair
ARHGAP11A	ARHGAP11B	correlation_pair
DLGAP5	RRM2	correlation_pair
KIF4A	RRM2	correlation_pair
KIF20A	RRM2	correlation_pair
BUB1B	RRM2	correlation_pair
CEP55	RRM2	correlation_pair
NCAPH	RRM2	correlation_pair
BUB1	RRM2	correlation_pair
CKAP2L	RRM2	correlation_pair
CCNB2	RRM2	correlation_pair
HJURP	RRM2	correlation_pair
CCNA2	RRM2	correlation_pair
CENPA	RRM2	correlation_pair
NUSAP1	RRM2	correlation_pair
PPAPDC1A	TMEM90B	correlation_pair
DACT1	TMEM90B	correlation_pair
COL10A1	TMEM90B	correlation_pair
COL1A2	TMEM90B	correlation_pair
CYS1	TMEM90B	correlation_pair
COL5A2	TMEM90B	correlation_pair
COL5A1	TMEM90B	correlation_pair
ITGA11	TMEM90B	correlation_pair
LRRC15	TMEM90B	correlation_pair
KLK4	TMEM90B	correlation_pair
COL1A1	TMEM90B	correlation_pair
AEBP1	TMEM90B	correlation_pair
P4HA3	TMEM90B	correlation_pair
SPARC	TMEM90B	correlation_pair
THBS2	TMEM90B	correlation_pair
CLSPN	PRR11	correlation_pair
CKAP2L	PRR11	correlation_pair
CENPI	PRR11	correlation_pair
CASC5	PRR11	correlation_pair
PDSS1	SUV39H2	correlation_pair
ADAM12	CYS1	correlation_pair
COL10A1	CYS1	correlation_pair
COL1A2	CYS1	correlation_pair
CTSK	CYS1	correlation_pair
COL5A2	CYS1	correlation_pair
COL5A1	CYS1	correlation_pair
ANTXR1	CYS1	correlation_pair
COL1A1	CYS1	correlation_pair
COL6A3	CYS1	correlation_pair
AEBP1	CYS1	correlation_pair
CDH11	CYS1	correlation_pair
COL3A1	CYS1	correlation_pair
GTSE1	NEIL3	correlation_pair
MCM10	NEIL3	correlation_pair
DLGAP5	NEIL3	correlation_pair
NDC80	NEIL3	correlation_pair
CDC45	NEIL3	correlation_pair
KIF23	NEIL3	correlation_pair
MAD2L1	NEIL3	correlation_pair
KIF4A	NEIL3	correlation_pair
KIF20A	NEIL3	correlation_pair
BUB1B	NEIL3	correlation_pair
DEPDC1	NEIL3	correlation_pair
CEP55	NEIL3	correlation_pair
BIRC5	NEIL3	correlation_pair
KIFC1	NEIL3	correlation_pair
ARHGAP11A	NEIL3	correlation_pair
NCAPH	NEIL3	correlation_pair
FOXM1	NEIL3	correlation_pair
CDCA5	NEIL3	correlation_pair
CDCA8	NEIL3	correlation_pair
KIF18A	NEIL3	correlation_pair
KIF18B	NEIL3	correlation_pair
BUB1	NEIL3	correlation_pair
CKAP2L	NEIL3	correlation_pair
CCNB2	NEIL3	correlation_pair
ASPM	NEIL3	correlation_pair
HMMR	NEIL3	correlation_pair
KIF15	NEIL3	correlation_pair
KIF11	NEIL3	correlation_pair
HJURP	NEIL3	correlation_pair
ESPL1	NEIL3	correlation_pair
DEPDC1B	NEIL3	correlation_pair
CCNA2	NEIL3	correlation_pair
NCAPG	NEIL3	correlation_pair
EXO1	NEIL3	correlation_pair
FAM83D	NEIL3	correlation_pair
CENPE	NEIL3	correlation_pair
CENPA	NEIL3	correlation_pair
MELK	NEIL3	correlation_pair
KIF2C	NEIL3	correlation_pair
ADAM12	COL5A2	correlation_pair
COL10A1	COL5A2	correlation_pair
COL1A2	COL5A2	correlation_pair
C1QTNF6	COL5A2	correlation_pair
COL5A1	COL5A2	correlation_pair
ANTXR1	COL5A2	correlation_pair
COL1A1	COL5A2	correlation_pair
COL12A1	COL5A2	correlation_pair
AEBP1	COL5A2	correlation_pair
CDH11	COL5A2	correlation_pair
COL3A1	COL5A2	correlation_pair
COL1A2	COL5A3	correlation_pair
COL5A2	COL5A3	correlation_pair
COL5A1	COL5A3	correlation_pair
COL1A1	COL5A3	correlation_pair
ADAM12	COL5A1	correlation_pair
COL10A1	COL5A1	correlation_pair
COL1A2	COL5A1	correlation_pair
C1QTNF6	COL5A1	correlation_pair
ANTXR1	COL5A1	correlation_pair
COL1A1	COL5A1	correlation_pair
COL12A1	COL5A1	correlation_pair
AEBP1	COL5A1	correlation_pair
CDH11	COL5A1	correlation_pair
COL3A1	COL5A1	correlation_pair
CDC45	CENPM	correlation_pair
KLK4	KLKP1	correlation_pair
GTSE1	NCAPH	correlation_pair
MCM10	NCAPH	correlation_pair
DLGAP5	NCAPH	correlation_pair
ERCC6L	NCAPH	correlation_pair
ASF1B	NCAPH	correlation_pair
FAM64A	NCAPH	correlation_pair
CDC45	NCAPH	correlation_pair
E2F8	NCAPH	correlation_pair
AURKA	NCAPH	correlation_pair
AURKB	NCAPH	correlation_pair
KIF23	NCAPH	correlation_pair
LMNB1	NCAPH	correlation_pair
MAD2L1	NCAPH	correlation_pair
KIF4A	NCAPH	correlation_pair
KIF14	NCAPH	correlation_pair
KIF20A	NCAPH	correlation_pair
MKI67	NCAPH	correlation_pair
BUB1B	NCAPH	correlation_pair
DEPDC1	NCAPH	correlation_pair
CDK1	NCAPH	correlation_pair
CEP55	NCAPH	correlation_pair
C15orf42	NCAPH	correlation_pair
BIRC5	NCAPH	correlation_pair
ANLN	NCAPH	correlation_pair
GSG2	NCAPH	correlation_pair
KIFC1	NCAPH	correlation_pair
ARHGAP11A	NCAPH	correlation_pair
FOXM1	NCAPH	correlation_pair
CDCA3	NCAPH	correlation_pair
CDCA5	NCAPH	correlation_pair
CDCA8	NCAPH	correlation_pair
CDC25A	NCAPH	correlation_pair
MYBL2	NCAPH	correlation_pair
KIF18A	NCAPH	correlation_pair
KIF18B	NCAPH	correlation_pair
CDC20	NCAPH	correlation_pair
BLM	NCAPH	correlation_pair
BUB1	NCAPH	correlation_pair
CKAP2L	NCAPH	correlation_pair
IQGAP3	NCAPH	correlation_pair
CCNB2	NCAPH	correlation_pair
CCNB1	NCAPH	correlation_pair
ASPM	NCAPH	correlation_pair
CDKN3	NCAPH	correlation_pair
KIF15	NCAPH	correlation_pair
KIF11	NCAPH	correlation_pair
HJURP	NCAPH	correlation_pair
ESPL1	NCAPH	correlation_pair
DEPDC1B	NCAPH	correlation_pair
CCNA2	NCAPH	correlation_pair
NCAPG	NCAPH	correlation_pair
EXO1	NCAPH	correlation_pair
FAM54A	NCAPH	correlation_pair
FAM83D	NCAPH	correlation_pair
CENPF	NCAPH	correlation_pair
CENPE	NCAPH	correlation_pair
CENPA	NCAPH	correlation_pair
MELK	NCAPH	correlation_pair
KIF2C	NCAPH	correlation_pair
FN1	ITGA11	correlation_pair
DACT1	ITGA11	correlation_pair
COL10A1	ITGA11	correlation_pair
COL11A1	ITGA11	correlation_pair
COL1A2	ITGA11	correlation_pair
FAP	ITGA11	correlation_pair
CYS1	ITGA11	correlation_pair
COL5A2	ITGA11	correlation_pair
COL5A1	ITGA11	correlation_pair
ANTXR1	ITGA11	correlation_pair
COL1A1	ITGA11	correlation_pair
COL12A1	ITGA11	correlation_pair
AEBP1	ITGA11	correlation_pair
CDH11	ITGA11	correlation_pair
COL3A1	ITGA11	correlation_pair
CORIN	ITGA11	correlation_pair
CCDC82	MAML2	correlation_pair
AGR3	ESR1	correlation_pair
C6orf97	ESR1	correlation_pair
ADAM12	ANTXR1	correlation_pair
AEBP1	ANTXR1	correlation_pair
LOC100130148	MAPT	correlation_pair
FN1	LRRC15	correlation_pair
DACT1	LRRC15	correlation_pair
ADAM12	LRRC15	correlation_pair
COL10A1	LRRC15	correlation_pair
GLT8D2	LRRC15	correlation_pair
COL11A1	LRRC15	correlation_pair
COL1A2	LRRC15	correlation_pair
CTSK	LRRC15	correlation_pair
FAP	LRRC15	correlation_pair
CYS1	LRRC15	correlation_pair
COL5A2	LRRC15	correlation_pair
COL5A1	LRRC15	correlation_pair
ITGA11	LRRC15	correlation_pair
COL1A1	LRRC15	correlation_pair
COL6A3	LRRC15	correlation_pair
COL12A1	LRRC15	correlation_pair
AEBP1	LRRC15	correlation_pair
CDH11	LRRC15	correlation_pair
COL3A1	LRRC15	correlation_pair
MLPH	XBP1	correlation_pair
FOXA1	XBP1	correlation_pair
DLGAP5	FOXM1	correlation_pair
FAM64A	FOXM1	correlation_pair
CDC45	FOXM1	correlation_pair
E2F2	FOXM1	correlation_pair
AURKB	FOXM1	correlation_pair
BUB1B	FOXM1	correlation_pair
DEPDC1	FOXM1	correlation_pair
CDK1	FOXM1	correlation_pair
CEP55	FOXM1	correlation_pair
C15orf42	FOXM1	correlation_pair
BIRC5	FOXM1	correlation_pair
ANLN	FOXM1	correlation_pair
ARHGAP11A	FOXM1	correlation_pair
CDCA3	FOXM1	correlation_pair
CDCA5	FOXM1	correlation_pair
CDCA8	FOXM1	correlation_pair
CDC25A	FOXM1	correlation_pair
CDC20	FOXM1	correlation_pair
BUB1	FOXM1	correlation_pair
CKAP2L	FOXM1	correlation_pair
CCNB2	FOXM1	correlation_pair
CCNB1	FOXM1	correlation_pair
ASPM	FOXM1	correlation_pair
ESPL1	FOXM1	correlation_pair
DEPDC1B	FOXM1	correlation_pair
CCNA2	FOXM1	correlation_pair
EXO1	FOXM1	correlation_pair
FAM54A	FOXM1	correlation_pair
FAM83D	FOXM1	correlation_pair
CENPE	FOXM1	correlation_pair
CENPA	FOXM1	correlation_pair
GTSE1	PTTG1	correlation_pair
DLGAP5	PTTG1	correlation_pair
NDC80	PTTG1	correlation_pair
FAM64A	PTTG1	correlation_pair
AURKB	PTTG1	correlation_pair
LMNB1	PTTG1	correlation_pair
KIF4A	PTTG1	correlation_pair
KIF20A	PTTG1	correlation_pair
CDC25C	PTTG1	correlation_pair
CDK1	PTTG1	correlation_pair
CEP55	PTTG1	correlation_pair
BIRC5	PTTG1	correlation_pair
KIFC1	PTTG1	correlation_pair
NCAPH	PTTG1	correlation_pair
FOXM1	PTTG1	correlation_pair
CDCA3	PTTG1	correlation_pair
CDCA8	PTTG1	correlation_pair
CDC20	PTTG1	correlation_pair
CCNB2	PTTG1	correlation_pair
CCNB1	PTTG1	correlation_pair
CDKN3	PTTG1	correlation_pair
CKS2	PTTG1	correlation_pair
PLK1	PTTG1	correlation_pair
HJURP	PTTG1	correlation_pair
DEPDC1B	PTTG1	correlation_pair
CCNA2	PTTG1	correlation_pair
NCAPG	PTTG1	correlation_pair
CENPA	PTTG1	correlation_pair
MELK	PTTG1	correlation_pair
KIF2C	PTTG1	correlation_pair
NUSAP1	PTTG1	correlation_pair
BUB1	CDCA2	correlation_pair
CDC45	CDCA3	correlation_pair
AURKB	CDCA3	correlation_pair
BIRC5	CDCA3	correlation_pair
CDC20	CDCA3	correlation_pair
CCNB2	CDCA3	correlation_pair
CCNB1	CDCA3	correlation_pair
CCNA2	CDCA3	correlation_pair
CDC45	CDCA5	correlation_pair
AURKA	CDCA5	correlation_pair
AURKB	CDCA5	correlation_pair
BUB1B	CDCA5	correlation_pair
C15orf42	CDCA5	correlation_pair
BIRC5	CDCA5	correlation_pair
CDCA3	CDCA5	correlation_pair
CDC25A	CDCA5	correlation_pair
CDC20	CDCA5	correlation_pair
BUB1	CDCA5	correlation_pair
CCNB2	CDCA5	correlation_pair
CCNA2	CDCA5	correlation_pair
CDC45	CDCA8	correlation_pair
AURKA	CDCA8	correlation_pair
AURKB	CDCA8	correlation_pair
BUB1B	CDCA8	correlation_pair
C15orf42	CDCA8	correlation_pair
BIRC5	CDCA8	correlation_pair
ANLN	CDCA8	correlation_pair
CDCA3	CDCA8	correlation_pair
CDCA5	CDCA8	correlation_pair
CDC25A	CDCA8	correlation_pair
CDC20	CDCA8	correlation_pair
BUB1	CDCA8	correlation_pair
CCNB2	CDCA8	correlation_pair
CCNA2	CDCA8	correlation_pair
COL1A2	KLK4	correlation_pair
HTRA1	KLK4	correlation_pair
KLK5	KLK7	correlation_pair
KLK6	KLK7	correlation_pair
KLK5	KLK8	correlation_pair
KLK6	KLK8	correlation_pair
KLK7	KLK8	correlation_pair
DLGAP5	NEK2	correlation_pair
KIF4A	NEK2	correlation_pair
KIF14	NEK2	correlation_pair
KIF20A	NEK2	correlation_pair
BUB1B	NEK2	correlation_pair
CEP55	NEK2	correlation_pair
NCAPH	NEK2	correlation_pair
BUB1	NEK2	correlation_pair
IQGAP3	NEK2	correlation_pair
ASPM	NEK2	correlation_pair
EXO1	NEK2	correlation_pair
CENPF	NEK2	correlation_pair
DTL	NEK2	correlation_pair
GABRP	SFRP1	correlation_pair
MIA	SFRP1	correlation_pair
ADAM12	COL1A1	correlation_pair
COL10A1	COL1A1	correlation_pair
C1QTNF6	COL1A1	correlation_pair
COL12A1	COL1A1	correlation_pair
AEBP1	COL1A1	correlation_pair
CDH11	COL1A1	correlation_pair
DLGAP5	NUF2	correlation_pair
NDC80	NUF2	correlation_pair
FAM72A	NUF2	correlation_pair
AURKB	NUF2	correlation_pair
KIF4A	NUF2	correlation_pair
KIF14	NUF2	correlation_pair
KIF20A	NUF2	correlation_pair
CEP55	NUF2	correlation_pair
KIFC1	NUF2	correlation_pair
NCAPH	NUF2	correlation_pair
FOXM1	NUF2	correlation_pair
NEK2	NUF2	correlation_pair
BUB1	NUF2	correlation_pair
IQGAP3	NUF2	correlation_pair
CCNB2	NUF2	correlation_pair
ASPM	NUF2	correlation_pair
HJURP	NUF2	correlation_pair
NCAPG	NUF2	correlation_pair
EXO1	NUF2	correlation_pair
CENPF	NUF2	correlation_pair
CENPA	NUF2	correlation_pair
MELK	NUF2	correlation_pair
ANXA8	ANXA8L2	correlation_pair
ADAM12	COL6A1	correlation_pair
COL1A2	COL6A1	correlation_pair
COL5A2	COL6A1	correlation_pair
COL5A3	COL6A1	correlation_pair
COL5A1	COL6A1	correlation_pair
COL1A1	COL6A1	correlation_pair
AEBP1	COL6A1	correlation_pair
COL3A1	COL6A1	correlation_pair
ADAM12	COL6A3	correlation_pair
COL10A1	COL6A3	correlation_pair
COL1A2	COL6A3	correlation_pair
C1QTNF6	COL6A3	correlation_pair
COL5A2	COL6A3	correlation_pair
COL5A1	COL6A3	correlation_pair
ANTXR1	COL6A3	correlation_pair
COL1A1	COL6A3	correlation_pair
COL6A1	COL6A3	correlation_pair
AEBP1	COL6A3	correlation_pair
CDH11	COL6A3	correlation_pair
COL3A1	COL6A3	correlation_pair
LOC100128977	LOC100130148	correlation_pair
AURKB	CDC25A	correlation_pair
BUB1B	CDC25A	correlation_pair
C15orf42	CDC25A	correlation_pair
CDC20	CDC25A	correlation_pair
BUB1	CDC25A	correlation_pair
CCNB2	CDC25A	correlation_pair
CCNA2	CDC25A	correlation_pair
AURKB	PIF1	correlation_pair
MLPH	PRR15	correlation_pair
FOXA1	PRR15	correlation_pair
GTSE1	MYBL2	correlation_pair
MCM10	MYBL2	correlation_pair
DLGAP5	MYBL2	correlation_pair
CDC45	MYBL2	correlation_pair
E2F1	MYBL2	correlation_pair
AURKA	MYBL2	correlation_pair
AURKB	MYBL2	correlation_pair
KIF4A	MYBL2	correlation_pair
KIF20A	MYBL2	correlation_pair
CEP55	MYBL2	correlation_pair
C15orf42	MYBL2	correlation_pair
BIRC5	MYBL2	correlation_pair
KIFC1	MYBL2	correlation_pair
FOXM1	MYBL2	correlation_pair
CDCA3	MYBL2	correlation_pair
CDCA5	MYBL2	correlation_pair
CDCA8	MYBL2	correlation_pair
CDC25A	MYBL2	correlation_pair
KIF18B	MYBL2	correlation_pair
CDC20	MYBL2	correlation_pair
BUB1	MYBL2	correlation_pair
CCNB2	MYBL2	correlation_pair
HJURP	MYBL2	correlation_pair
ESPL1	MYBL2	correlation_pair
