id1	id2	type
724249	CENPQ	NUF2	PPI
724257	NUF2	PPP2R5E	PPI
724271	NUF2	PPP1CC	PPI
724279	NUF2	NUP43	PPI
724295	CENPL	NUF2	PPI
724303	DYNC1H1	NUF2	PPI
724323	NUF2	SGO2	PPI
724335	NUF2	SMC3	PPI
724349	AHCTF1	NUF2	PPI
724369	CENPF	NUF2	PPI
724377	NSL1	NUF2	PPI
724393	NUF2	RPS27	PPI
724401	BUB3	NUF2	PPI
724422	ITGB3BP	NUF2	PPI
724438	KIF2C	NUF2	PPI
724446	CDC20	NUF2	PPI
724454	CENPI	NUF2	PPI
724462	CDCA8	NUF2	PPI
724470	NUF2	ZWINT	PPI
724478	NUF2	RCC2	PPI
724486	MAPRE1	NUF2	PPI
724494	CENPP	NUF2	PPI
724509	NUF2	NUP160	PPI
724526	CENPO	NUF2	PPI
724540	NUF2	STAG1	PPI
724548	NUF2	SEC13	PPI
724564	DYNLL1	NUF2	PPI
724572	CENPN	NUF2	PPI
724580	INCENP	NUF2	PPI
724597	NDE1	NUF2	PPI
724605	CENPK	NUF2	PPI
724614	DYNC1I2	NUF2	PPI
724622	NUF2	PAFAH1B1	PPI
724629	CDC42	NUF2	PPI
724637	NUF2	XPO1	PPI
724645	KIF2A	NUF2	PPI
724653	MAD1L1	NUF2	PPI
724674	DSN1	NUF2	PPI
724683	NUF2	RANGAP1	PPI
724697	NUF2	PPP2R5C	PPI
724711	CLASP2	NUF2	PPI
724719	NUF2	PPP2R5D	PPI
724727	NUF2	PPP2CA	PPI
724735	CKAP5	NUF2	PPI
724743	NUF2	NUP37	PPI
724751	CENPT	NUF2	PPI
724759	NUF2	SPC24	PPI
724781	DYNLL2	NUF2	PPI
724789	CLIP1	NUF2	PPI
724827	MIS12	NUF2	PPI
732149	EGFR	RPS27A	PPI
732454	FGFR4	RPS27A	PPI
734300	RPS27A	UBE2C	PPI
734769	RPS27A	UBE2T	PPI
735162	CDC20	RPS27A	PPI
735999	PTTG1	RPS27A	PPI
744675	ESR1	POLR2D	PPI
747042	EGFR	RAB5A	PPI
748397	BIRC5	DYNC1LI1	PPI
748783	CENPF	DYNC1LI1	PPI
748848	DYNC1LI1	KIF2C	PPI
748856	CDC20	DYNC1LI1	PPI
750997	RNF7	UBE2C	PPI
753657	BIRC5	CENPC	PPI
753902	CENPC	CENPF	PPI
753952	CENPC	KIF2C	PPI
753960	CDC20	CENPC	PPI
755475	CCNA2	UBE2C	PPI
755583	CCNA2	CDC20	PPI
758983	SKP2	UBE2C	PPI
761659	BIRC5	RASA1	PPI
765159	FGF18	FGFR4	PPI
765519	GFRA3	GRB7	PPI
766999	ESR1	HIST1H2BA	PPI
767238	HIST1H2BA	MYC	PPI
770814	EGFR	PIK3CB	PPI
770820	EGFR	TFF2	PPI
770821	EGFR	TFF1	PPI
770823	AP2M1	EGFR	PPI
770842	ARPC5	EGFR	PPI
770849	EGFR	MEMO1	PPI
770851	EGFR	TGFA	PPI
770854	ARPC2	EGFR	PPI
770879	EGFR	LRRK2	PPI
770935	EGFR	UBB	PPI
770964	CLTB	EGFR	PPI
771000	EGFR	GAK	PPI
771024	BIN1	EGFR	PPI
771034	EGFR	SNX18	PPI
771045	EGFR	SH3GL3	PPI
771051	EGFR	TRIP10	PPI
771060	EGFR	EPN2	PPI
771089	AP2A2	EGFR	PPI
771112	EGFR	HGS	PPI
771130	EGFR	S100A16	PPI
771140	EGFR	HIP1	PPI
771162	CAV1	EGFR	PPI
771176	EGFR	PTPN11	PPI
771192	EGFR	NECAP1	PPI
771198	CAV3	EGFR	PPI
771199	EGFR	ERBB4	PPI
771210	EGFR	GNAI1	PPI
771230	EGFR	SDC3	PPI
771252	EGFR	ITSN2	PPI
771260	EGFR	SYNJ2	PPI
771268	AMPH	EGFR	PPI
771285	EGFR	REPS2	PPI
771298	AP2A1	EGFR	PPI
771311	EGFR	RAB5B	PPI
771323	EGFR	NRG2	PPI
771359	DNM3	EGFR	PPI
771392	EGFR	GNAI3	PPI
771396	EGFR	L1CAM	PPI
771409	EGFR	SGIP1	PPI
771415	DNAJC6	EGFR	PPI
771421	EGFR	OCRL	PPI
771442	EGFR	EPS15	PPI
771457	EGFR	NRG3	PPI
771469	DNM1	EGFR	PPI
771484	EGFR	SRC	PPI
771517	ARHGEF7	EGFR	PPI
771542	CTTN	EGFR	PPI
771551	EGFR	SPRY2	PPI
771559	EGFR	STAM	PPI
771573	ACTR2	EGFR	PPI
771603	EGFR	SH3GL2	PPI
771620	EGFR	ITSN1	PPI
771644	EGFR	GPNMB	PPI
771663	DNM2	EGFR	PPI
771673	EGFR	SNX9	PPI
771687	EGFR	GRB2	PPI
771710	EGFR	GAPVD1	PPI
771719	EGFR	NRG4	PPI
771726	EGFR	MATK	PPI
771729	BTC	EGFR	PPI
771739	AREG	EGFR	PPI
771762	EGFR	SH3KBP1	PPI
771769	DIAPH1	EGFR	PPI
771778	CDC42	EGFR	PPI
771800	EGFR	NRG1	PPI
771820	AAK1	EGFR	PPI
771837	EGFR	SOS1	PPI
771841	EGFR	UBA52	PPI
771848	ARPC4	EGFR	PPI
771866	EGFR	NECAP2	PPI
771872	EGFR	REPS1	PPI
771880	EGFR	EPS15L1	PPI
771886	EGFR	FCHO2	PPI
771908	EGFR	RHOA	PPI
771917	EGFR	SHC1	PPI
771937	EGFR	EPN1	PPI
771957	EGFR	SYNJ1	PPI
771972	EGFR	FNBP1	PPI
772007	EGFR	PIK3R1	PPI
772021	EGFR	TFF3	PPI
772029	EGFR	HSPA8	PPI
772053	EGFR	PACSIN3	PPI
772059	CLTCL1	EGFR	PPI
772066	EGFR	UBC	PPI
772075	EGFR	PTK6	PPI
772091	EGFR	RAB5C	PPI
772132	EGFR	FCHO1	PPI
772157	CLTC	EGFR	PPI
772168	EGFR	IQSEC1	PPI
772180	EGFR	SPRY1	PPI
772196	AP2B1	EGFR	PPI
772205	EGFR	PACSIN1	PPI
772439	BIRC5	CDCA5	PPI
772603	CDCA5	CENPF	PPI
772639	CDCA5	KIF2C	PPI
772645	CDC20	CDCA5	PPI
773928	KCTD7	UBE2C	PPI
784736	ASB6	UBE2C	PPI
791959	ATM	EXO1	PPI
805689	ESR1	POU4F2	PPI
806156	BIRC5	CENPU	PPI
806396	CENPF	CENPU	PPI
806445	CENPU	KIF2C	PPI
806453	CDC20	CENPU	PPI
808727	FBXO4	UBE2C	PPI
810394	FBXW7	UBE2C	PPI
815782	BIRC5	SPC25	PPI
816013	CENPF	SPC25	PPI
816054	KIF2C	SPC25	PPI
816062	CDC20	SPC25	PPI
818895	TRIM36	UBE2C	PPI
823176	BIRC5	CENPH	PPI
823416	CENPF	CENPH	PPI
823464	CENPH	KIF2C	PPI
823472	CDC20	CENPH	PPI
827245	BIRC5	RANBP2	PPI
827830	CENPF	RANBP2	PPI
828001	KIF2C	RANBP2	PPI
828009	CDC20	RANBP2	PPI
831125	ESR1	GTF2E1	PPI
832482	ASB17	UBE2C	PPI
836375	TRIM11	UBE2C	PPI
837605	SH3RF1	UBE2C	PPI
838720	KLHL41	UBE2C	PPI
844611	BIRC5	SKA1	PPI
844836	CENPF	SKA1	PPI
844876	KIF2C	SKA1	PPI
844884	CDC20	SKA1	PPI
862956	CDC20	UBE2L6	PPI
865200	ATAD2	ESR1	PPI
865862	BIRC5	BUB1B	PPI
866126	BUB1B	UBE2C	PPI
866209	BUB1B	CENPF	PPI
866281	BUB1B	KIF2C	PPI
866290	BUB1B	CDC20	PPI
868291	FANCD2	UBE2T	PPI
871580	GRB7	KIT	PPI
876686	FANCC	UBE2T	PPI
877269	FGFR4	PIK3CB	PPI
879722	ESR1	HIST1H2BD	PPI
879959	HIST1H2BD	MYC	PPI
888542	UBE2C	UBR1	PPI
896008	CDC20	UBE2Q1	PPI
899334	RNF126	UBE2C	PPI
900279	FGF19	FGFR4	PPI
900296	FGFR4	UBB	PPI
900299	FGFR4	SDC2	PPI
900364	FGFR3	FGFR4	PPI
900367	FGFR4	PTPN11	PPI
900387	FGFR4	SDC3	PPI
900422	FGFR4	FRS3	PPI
900449	FGFR4	SDC1	PPI
900453	FGF9	FGFR4	PPI
900465	FGFR4	GRB2	PPI
900484	FGFR4	SOS1	PPI
900488	FGFR4	UBA52	PPI
900494	FGF16	FGFR4	PPI
900514	FGFR2	FGFR4	PPI
900528	FGFR4	PIK3R1	PPI
900538	FGFR4	UBC	PPI
900542	FGFR4	FRS2	PPI
900571	FGFR4	NCAM1	PPI
900576	FGF1	FGFR4	PPI
905308	ESR1	POLR2J	PPI
908821	FBXO17	UBE2C	PPI
910190	FBXO27	UBE2C	PPI
912923	BAX	BCL2	PPI
915845	ASB16	UBE2C	PPI
917279	KRT17	KRT83	PPI
917574	KRT17	KRT72	PPI
942094	RNF25	UBE2C	PPI
953671	DTX3L	UBE2C	PPI
960460	ESR1	H2AFZ	PPI
960751	H2AFZ	MYC	PPI
961805	FBXW12	UBE2C	PPI
963028	BAG1	HSPA4L	PPI
964999	BIRC5	MAD2L1	PPI
965292	MAD2L1	UBE2C	PPI
965410	CENPF	MAD2L1	PPI
965521	KIF2C	MAD2L1	PPI
965530	CDC20	MAD2L1	PPI
967003	ASB5	UBE2C	PPI
982212	BIRC5	RAD21	PPI
982465	CENPF	RAD21	PPI
982518	KIF2C	RAD21	PPI
982524	CDC20	RAD21	PPI
982733	ESR1	RAD21	PPI
987433	EXO1	WRN	PPI
992021	LRR1	UBE2C	PPI
993526	TRIM9	UBE2C	PPI
998108	BIRC5	WAPL	PPI
998301	CENPF	WAPL	PPI
998331	KIF2C	WAPL	PPI
998337	CDC20	WAPL	PPI
1004991	MYC	TAF10	PPI
1007220	KIF2C	TMED3	PPI
1012490	DCTN5	KIF2C	PPI
1013448	BIRC5	PLK1	PPI
1013958	PLK1	UBE2C	PPI
1014072	CENPF	PLK1	PPI
1014177	KIF2C	PLK1	PPI
1014187	CDC20	PLK1	PPI
1019665	ESR1	RUNX1	PPI
1023309	MED1	PGR	PPI
1023464	ESR1	MED1	PPI
1023509	MED1	MYC	PPI
1024673	RRM1	RRM2	PPI
1033546	ESR1	PELP1	PPI
1035841	BIRC5	BUB1	PPI
1035849	AURKC	BIRC5	PPI
1035856	BIRC5	PDS5A	PPI
1035867	BIRC5	CENPS-CORT	PPI
1035880	BIRC5	PPP2R1B	PPI
1035888	BIRC5	ZWILCH	PPI
1035902	BIRC5	PDS5B	PPI
1035910	AURKB	BIRC5	PPI
1035921	BIRC5	NUDC	PPI
1035929	BIRC5	DYNC1I1	PPI
1035936	BIRC5	SMC1A	PPI
1035945	BIRC5	PPP2R1A	PPI
1035954	BIRC5	KNTC1	PPI
1035968	BIRC5	SKA2	PPI
1035977	BIRC5	NDEL1	PPI
1035985	BIRC5	ERCC6L	PPI
1035994	BIRC5	KNL1	PPI
1036002	BIRC5	CENPA	PPI
1036010	BIRC5	CENPQ	PPI
1036018	BIRC5	PPP2R5E	PPI
1036026	BIRC5	PPP1CC	PPI
1036034	BIRC5	NUP43	PPI
1036050	BIRC5	CENPL	PPI
1036058	BIRC5	DYNC1H1	PPI
1036067	BIRC5	SGO2	PPI
1036077	BIRC5	KLHL9	PPI
1036082	BIRC5	SMC3	PPI
1036090	AHCTF1	BIRC5	PPI
1036098	BIRC5	CENPF	PPI
1036106	BIRC5	NSL1	PPI
1036120	BIRC5	RPS27	PPI
1036128	BIRC5	BUB3	PPI
1036139	BIRC5	EVI5	PPI
1036142	BIRC5	ITGB3BP	PPI
1036159	BIRC5	KIF2C	PPI
1036174	BIRC5	CDC20	PPI
1036183	BIRC5	CENPI	PPI
1036191	BIRC5	CDCA8	PPI
1036202	BIRC5	ZWINT	PPI
1036210	BIRC5	RCC2	PPI
1036218	BIRC5	MAPRE1	PPI
1036226	BIRC5	CENPP	PPI
1036242	BIRC5	NUP160	PPI
1036251	BIRC5	CENPO	PPI
1036258	BIRC5	STAG1	PPI
1036266	BIRC5	SEC13	PPI
1036279	BIRC5	DYNLL1	PPI
1036292	BIRC5	CENPN	PPI
1036300	BIRC5	INCENP	PPI
1036323	BIRC5	NDE1	PPI
1036331	BIRC5	CENPK	PPI
1036340	BIRC5	DYNC1I2	PPI
1036348	BIRC5	PAFAH1B1	PPI
1036357	BIRC5	CDC42	PPI
1036372	BIRC5	XPO1	PPI
1036380	BIRC5	KIF2A	PPI
1036389	BIRC5	MAD1L1	PPI
1036405	BIRC5	DSN1	PPI
1036424	BIRC5	RANGAP1	PPI
1036439	BIRC5	PPP2R5C	PPI
1036447	BIRC5	CLASP2	PPI
1036455	BIRC5	PPP2R5D	PPI
1036463	BIRC5	PPP2CA	PPI
1036473	BIRC5	CKAP5	PPI
1036490	BIRC5	KLHL13	PPI
1036496	BIRC5	NUP37	PPI
1036504	BIRC5	CENPT	PPI
1036513	BIRC5	SPC24	PPI
1036530	BIRC5	DYNLL2	PPI
1036540	BIRC5	CLIP1	PPI
1036549	BIRC5	MIS12	PPI
1037425	UBE2C	UNKL	PPI
1042858	ESR1	POLR2G	PPI
1051877	BUB1	CENPF	PPI
1051945	BUB1	KIF2C	PPI
1051954	BUB1	CDC20	PPI
1052716	BCL2	BCL2L1	PPI
1054130	GRB7	NRTN	PPI
1064055	HDAC3	MYC	PPI
1065847	KIF2C	TMED10	PPI
1071283	CENPF	PDS5A	PPI
1071320	KIF2C	PDS5A	PPI
1071326	CDC20	PDS5A	PPI
1077287	UBE2C	UBE2E1	PPI
1077507	CDC20	UBE2E1	PPI
1077703	PTTG1	UBE2E1	PPI
1078899	ESR1	PPID	PPI
1090409	UBB	UBE2C	PPI
1090776	UBB	UBE2T	PPI
1091079	CDC20	UBB	PPI
1091753	PTTG1	UBB	PPI
1103925	CEBPB	ESR1	PPI
1120718	ESR1	FOS	PPI
1120736	BAG1	FOS	PPI
1121001	KRT17	KRT78	PPI
1134923	KRT17	KRT73	PPI
1137485	KRT17	KRT74	PPI
1145772	FBXO22	UBE2C	PPI
1158165	ESR1	H2AFV	PPI
1158452	H2AFV	MYC	PPI
1158929	KRT17	KRT2	PPI
1158931	KRT17	KRT79	PPI
1158932	KRT17	KRT7	PPI
1158933	KRT17	KRT76	PPI
1158935	KRT17	KRT77	PPI
1158939	KRT17	KRT6A	PPI
1158940	KRT17	KRT81	PPI
1158941	KRT17	KRT80	PPI
1158943	KRT17	KRT3	PPI
1158945	KRT17	KRT86	PPI
1158946	KRT17	KRT4	PPI
1158947	KRT17	KRT8	PPI
1159258	GRB7	RND1	PPI
1161708	CENPF	CENPS-CORT	PPI
1161722	CENPS-CORT	UBE2T	PPI
1161777	CENPS-CORT	KIF2C	PPI
1161785	CDC20	CENPS-CORT	PPI
1163482	CBX2	UBE2C	PPI
1168780	UBE2C	UBE3C	PPI
1176823	BOD1	CENPF	PPI
1180052	BCL2	CD34	PPI
1182445	KIF2C	RAB1B	PPI
1191460	FBXW8	UBE2C	PPI
1195226	FBXO31	UBE2C	PPI
1196078	FANCI	UBE2T	PPI
1199158	ESR1	TRIM59	PPI
1200445	CENPF	PPP2R1B	PPI
1200511	KIF2C	PPP2R1B	PPI
1200519	CDC20	PPP2R1B	PPI
1201154	EXO1	RAD9A	PPI
1203048	CENPF	ZWILCH	PPI
1203096	KIF2C	ZWILCH	PPI
1203104	CDC20	ZWILCH	PPI
1207985	SPSB4	UBE2C	PPI
1216459	KLHL3	UBE2C	PPI
1222454	CLSPN	EXO1	PPI
1224241	ESR1	GNAI2	PPI
1226308	FBXW5	UBE2C	PPI
1230726	GFRA4	GRB7	PPI
1233651	CENPF	PDS5B	PPI
1233687	KIF2C	PDS5B	PPI
1233693	CDC20	PDS5B	PPI
1235612	AURKB	UBE2C	PPI
1235710	AURKB	CENPF	PPI
1235792	AURKB	KIF2C	PPI
1235801	AURKB	CDC20	PPI
1237595	ANAPC2	UBE2C	PPI
1237749	ANAPC2	CDC20	PPI
1237897	ANAPC2	PTTG1	PPI
1245373	KLHL11	UBE2C	PPI
1248054	FOXR1	MYC	PPI
1264444	CDC20	UBE2N	PPI
1271266	RMI1	UBE2T	PPI
1282406	RBBP6	UBE2C	PPI
1288169	MYC	RUVBL1	PPI
1291390	BAG1	HSPH1	PPI
1292207	BCL2	BID	PPI
1295039	TRAF7	UBE2C	PPI
1302178	CENPF	SKA3	PPI
1305974	CENPF	NUDC	PPI
1306023	KIF2C	NUDC	PPI
1306031	CDC20	NUDC	PPI
1311168	CENPF	DYNC1I1	PPI
1311237	DYNC1I1	KIF2C	PPI
1311245	CDC20	DYNC1I1	PPI
1320138	TRIM41	UBE2C	PPI
1321341	ASB8	UBE2C	PPI
1324584	RCHY1	UBE2C	PPI
1327729	ASB4	UBE2C	PPI
1331792	FBXL13	UBE2C	PPI
1333452	BCL2	C7	PPI
1338409	SIAH2	UBE2C	PPI
1342967	LRSAM1	UBE2C	PPI
1345347	EXO1	TREX1	PPI
1345353	TREX1	UBE2T	PPI
1346411	CBLL2	UBE2C	PPI
1347556	CENPF	SMC1A	PPI
1347605	KIF2C	SMC1A	PPI
1347611	CDC20	SMC1A	PPI
1347827	ESR1	SMC1A	PPI
1350751	CDC20	UBE2O	PPI
1354484	DDX54	ESR1	PPI
1356449	UBE2C	ZNRF2	PPI
1362029	ESR1	POLR2L	PPI
1370929	CENPF	PPP2R1A	PPI
1371047	KIF2C	PPP2R1A	PPI
1371055	CDC20	PPP2R1A	PPI
1373456	ESR1	STK11	PPI
1374402	COPG1	KIF2C	PPI
1375939	PGR	S100A16	PPI
1375963	HSP90AB1	PGR	PPI
1375970	NCOA3	PGR	PPI
1375971	PGR	SRC	PPI
1375980	GATA3	PGR	PPI
1375986	PGR	SUMO1	PPI
1375996	NRIP1	PGR	PPI
1376002	NCOA1	PGR	PPI
1376006	ESR1	PGR	PPI
1376012	PGR	UNC45A	PPI
1376017	PGR	TLE3	PPI
1376025	PGR	PTGES3	PPI
1381962	CARM1	ESR1	PPI
1383152	EXO1	MRE11	PPI
1386850	BCL2	PMAIP1	PPI
1387442	CAPZA3	KIF2C	PPI
1394668	CUL1	UBE2C	PPI
1394904	CDC20	CUL1	PPI
1412999	TRIM50	UBE2C	PPI
1414523	RLIM	UBE2C	PPI
1416354	FBXO21	UBE2C	PPI
1417555	TRAIP	UBE2C	PPI
1419687	CENPF	KNTC1	PPI
1419744	KIF2C	KNTC1	PPI
1419752	CDC20	KNTC1	PPI
1420848	RNF123	UBE2C	PPI
1422139	ASB7	UBE2C	PPI
1425374	ESR1	HIST1H2AJ	PPI
1425555	HIST1H2AJ	MYC	PPI
1433179	ESR1	SP1	PPI
1434095	SOCS1	UBE2C	PPI
1435438	COPB2	KIF2C	PPI
1436383	KDELR1	KIF2C	PPI
1442076	SPSB1	UBE2C	PPI
1444994	SOCS3	UBE2C	PPI
1446323	GRB7	PDGFB	PPI
1449128	FANCF	UBE2T	PPI
1450366	KIF2C	TMED9	PPI
1457935	KLHL22	UBE2C	PPI
1467112	ESR1	HIST2H2AC	PPI
1467337	HIST2H2AC	MYC	PPI
1482686	ESR1	SMAD3	PPI
1482784	MYC	SMAD3	PPI
1485044	CDC20	UBA7	PPI
1486648	FAAP100	UBE2T	PPI
1488722	CENPF	SKA2	PPI
1488762	KIF2C	SKA2	PPI
1488770	CDC20	SKA2	PPI
1490278	ESR1	MTA1	PPI
1495816	CENPF	NDEL1	PPI
1495880	KIF2C	NDEL1	PPI
1495888	CDC20	NDEL1	PPI
1506931	ESR1	GNG2	PPI
1509731	CENPF	ERCC6L	PPI
1509778	ERCC6L	KIF2C	PPI
1509790	CDC20	ERCC6L	PPI
1513617	UBE2C	ZNRF1	PPI
1516067	ESR1	S100A16	PPI
1519658	CENPF	KNL1	PPI
1519712	KIF2C	KNL1	PPI
1519720	CDC20	KNL1	PPI
1523556	EXO1	RAD51C	PPI
1526585	MYC	SUPT7L	PPI
1530249	KLHL25	UBE2C	PPI
1532672	CENPA	CENPF	PPI
1532743	CENPA	KIF2C	PPI
1532752	CDC20	CENPA	PPI
1536375	CENPF	CENPQ	PPI
1536423	CENPQ	KIF2C	PPI
1536431	CDC20	CENPQ	PPI
1538970	FBXO40	UBE2C	PPI
1539640	ESR1	SRA1	PPI
1541017	CENPF	PPP2R5E	PPI
1541074	KIF2C	PPP2R5E	PPI
1541082	CDC20	PPP2R5E	PPI
1544941	GRB7	LCK	PPI
1548680	UBE2C	ZBTB16	PPI
1550988	CDC20	UBE2G2	PPI
1560128	ANAPC1	UBE2C	PPI
1560277	ANAPC1	CDC20	PPI
1560438	ANAPC1	PTTG1	PPI
1577321	CDC20	TMEM189-UBE2V1	PPI
1578547	EXO1	KAT5	PPI
1578918	ESR1	KAT5	PPI
1579138	KAT5	MYC	PPI
1582011	UBE2C	UBE3B	PPI
1583770	HUWE1	UBE2C	PPI
1586750	ESR1	GTF2F2	PPI
1594609	ESR1	HIST1H2AD	PPI
1594790	HIST1H2AD	MYC	PPI
1595870	GRB7	PTK2	PPI
1596838	ESR1	STAT5A	PPI
1602166	ESR1	SMAD4	PPI
1602281	MYC	SMAD4	PPI
1604867	CENPF	PPP1CC	PPI
1604943	KIF2C	PPP1CC	PPI
1604953	CDC20	PPP1CC	PPI
1614121	CENPF	NUP43	PPI
1614211	KIF2C	NUP43	PPI
1614219	CDC20	NUP43	PPI
1620144	RNF41	UBE2C	PPI
1623675	ESR1	POLR2K	PPI
1626906	ESR1	GNAI1	PPI
1631137	BABAM2	UBE2C	PPI
1634705	ATR	EXO1	PPI
1634714	ATR	UBE2T	PPI
1637844	ESR1	ESR2	PPI
1647806	FBXL14	UBE2C	PPI
1649238	FBXL5	UBE2C	PPI
1657330	MYC	NFYA	PPI
1679357	FBXO2	UBE2C	PPI
1685248	FYN	GRB7	PPI
1687107	BCL2	BMF	PPI
1693320	KCTD6	UBE2C	PPI
1695407	BLM	EXO1	PPI
1695415	BLM	UBE2T	PPI
1700556	RNF220	UBE2C	PPI
1701843	GFRA1	GRB7	PPI
1705145	FBXL3	UBE2C	PPI
1706786	CDC20	UBE2H	PPI
1708957	GRB7	RET	PPI
1717184	TRIM4	UBE2C	PPI
1722031	CENPF	CENPL	PPI
1722079	CENPL	KIF2C	PPI
1722087	CDC20	CENPL	PPI
1725246	RBCK1	UBE2C	PPI
1727330	AREL1	UBE2C	PPI
1728679	ARIH2	UBE2C	PPI
1730569	SIAH1	UBE2C	PPI
1730574	MYLIP	UBE2C	PPI
1730591	ANAPC11	UBE2C	PPI
1730597	ASB13	UBE2C	PPI
1730617	KLHL9	UBE2C	PPI
1730642	CDC16	UBE2C	PPI
1730648	FBXL22	UBE2C	PPI
1730661	SMURF1	UBE2C	PPI
1730671	PJA2	UBE2C	PPI
1730676	PJA1	UBE2C	PPI
1730681	DZIP3	UBE2C	PPI
1730686	ASB12	UBE2C	PPI
1730703	PRKN	UBE2C	PPI
1730708	NEK2	UBE2C	PPI
1730719	RNF2	UBE2C	PPI
1730730	BUB3	UBE2C	PPI
1730747	FBXL4	UBE2C	PPI
1730752	UBE2C	UFL1	PPI
1730757	BRCC3	UBE2C	PPI
1730764	UBE2C	UBE3D	PPI
1730769	PCGF6	UBE2C	PPI
1730770	FBXW4	UBE2C	PPI
1730775	BTRC	UBE2C	PPI
1730780	GLMN	UBE2C	PPI
1730794	UBAC1	UBE2C	PPI
1730799	HECTD3	UBE2C	PPI
1730815	CDC20	UBE2C	PPI
1730821	UBE2C	UBR2	PPI
1730827	RNF19B	UBE2C	PPI
1730837	UBE2C	UBE2D1	PPI
1730848	CDC26	UBE2C	PPI
1730854	TRIM63	UBE2C	PPI
1730859	RING1	UBE2C	PPI
1730867	UBE2C	UBR4	PPI
1730872	EHMT2	UBE2C	PPI
1730883	TRIM39	UBE2C	PPI
1730888	COMMD3-BMI1	UBE2C	PPI
1730889	FBXO6	UBE2C	PPI
1730894	FBXO44	UBE2C	PPI
1730910	KLHL21	UBE2C	PPI
1730936	KBTBD7	UBE2C	PPI
1730941	KBTBD6	UBE2C	PPI
1730951	FBXL19	UBE2C	PPI
1730956	ASB9	UBE2C	PPI
1730961	KLHL42	UBE2C	PPI
1730972	RNF6	UBE2C	PPI
1730982	FBXL18	UBE2C	PPI
1730988	TRIM71	UBE2C	PPI
1730993	TRIP12	UBE2C	PPI
1730998	RNF34	UBE2C	PPI
1731003	BTBD6	UBE2C	PPI
1731008	CUL5	UBE2C	PPI
1731013	FBXW9	UBE2C	PPI
1731024	PTTG1	UBE2C	PPI
1731037	RNF14	UBE2C	PPI
1731042	CDC23	UBE2C	PPI
1731048	FZR1	UBE2C	PPI
1731054	HERC4	UBE2C	PPI
1731059	CDK1	UBE2C	PPI
1731066	FBXW10	UBE2C	PPI
1731087	CCNF	UBE2C	PPI
1731094	FBXL16	UBE2C	PPI
1731104	LONRF1	UBE2C	PPI
1731125	HECTD1	UBE2C	PPI
1731131	NEDD4L	UBE2C	PPI
1731157	FBXO11	UBE2C	PPI
1731168	MEX3C	UBE2C	PPI
1731174	HERC3	UBE2C	PPI
1731180	ASB18	UBE2C	PPI
1731192	UBE2C	UBE4A	PPI
1731202	UBA52	UBE2C	PPI
1731213	KBTBD13	UBE2C	PPI
1731218	HERC1	UBE2C	PPI
1731223	ASB10	UBE2C	PPI
1731229	FBXO15	UBE2C	PPI
1731234	DCAF1	UBE2C	PPI
1731248	ANAPC7	UBE2C	PPI
1731279	ASB15	UBE2C	PPI
1731284	HECTD2	UBE2C	PPI
1731290	KBTBD8	UBE2C	PPI
1731300	FBXO10	UBE2C	PPI
1731325	TRIM32	UBE2C	PPI
1731331	ASB11	UBE2C	PPI
1731336	EHMT1	UBE2C	PPI
1731343	BRCA1	UBE2C	PPI
1731344	ASB14	UBE2C	PPI
1731354	PHC3	UBE2C	PPI
1731355	RNF182	UBE2C	PPI
1731365	ANAPC13	UBE2C	PPI
1731370	FBXL7	UBE2C	PPI
1731375	KLHL5	UBE2C	PPI
1731380	KLHL2	UBE2C	PPI
1731391	NEDD4	UBE2C	PPI
1731401	MIB2	UBE2C	PPI
1731406	RNF4	UBE2C	PPI
1731416	ANAPC4	UBE2C	PPI
1731422	UBE2C	WWP1	PPI
1731427	FBXO32	UBE2C	PPI
1731436	SPSB2	UBE2C	PPI
1731441	FBXO41	UBE2C	PPI
1731446	RNF217	UBE2C	PPI
1731451	RNF19A	UBE2C	PPI
1731456	RNF130	UBE2C	PPI
1731461	LMO7	UBE2C	PPI
1731471	CDC27	UBE2C	PPI
1731483	CUL7	UBE2C	PPI
1731488	ANAPC15	UBE2C	PPI
1731500	PHC1	UBE2C	PPI
1731501	UBC	UBE2C	PPI
1731512	KLHL13	UBE2C	PPI
1731522	CUL2	UBE2C	PPI
1731531	ASB2	UBE2C	PPI
1731536	TRIM69	UBE2C	PPI
1731541	RNF111	UBE2C	PPI
1731551	DET1	UBE2C	PPI
1731566	RNF115	UBE2C	PPI
1731571	RNF213	UBE2C	PPI
1731593	FBXW2	UBE2C	PPI
1731598	GAN	UBE2C	PPI
1731603	ANAPC16	UBE2C	PPI
1731609	LRRC41	UBE2C	PPI
1731614	ELOC	UBE2C	PPI
1731628	ANAPC10	UBE2C	PPI
1731634	LTN1	UBE2C	PPI
1731650	ITCH	UBE2C	PPI
1731662	PCGF2	UBE2C	PPI
1735600	CENPF	DYNC1H1	PPI
1735702	DYNC1H1	KIF2C	PPI
1735710	CDC20	DYNC1H1	PPI
1746241	ESR1	HIST1H2BK	PPI
1746480	HIST1H2BK	MYC	PPI
1752479	CDC20	UBE2D3	PPI
1756335	ANAPC11	CDC20	PPI
1756535	ANAPC11	PTTG1	PPI
1770739	CENPF	SGO2	PPI
1770779	KIF2C	SGO2	PPI
1770787	CDC20	SGO2	PPI
1783661	EXO1	RAD52	PPI
1786662	MAX	MYC	PPI
1802526	EXO1	XRCC2	PPI
